id,name,description,accessCode,startsOn,endsOn,state_status,state_comments,type,theme,visibility,category,benefit,organizationId,submittedByOrganizationId,submittedBy_communityMemberId,submittedBy_accountId,submittedBy_username,submittedBy_campusEmail,originalSubmissionId,sourceSubmissionId,address_name,address_line1,address_line2,address_city,address_state,address_zip,address_address,address_latitude,address_longitude,address_locationId,address_onlineLocation,address_instructions,rsvp_isInviteOnly,rsvp_totalAllowed,rsvp_spotsAvailable,rsvp_totalRsvps,rsvp_totalGuests,rsvp_shouldAllowGuests,rsvp_totalGuestsAllowedPerRsvp,rsvp_shouldGuestsCountTowardsTotalAllowed,rsvp_shouldShowRemainingRsvps,rsvp_organizationRepresentationEnabled,rsvp_organizationRepresentationRequired,rsvp_questions,imagePath,imageUrl,extraction_timestamp,source_system,load_type
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Diversity Month Programming,FreeFood,384008,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Arts & Crafts,Credit,384008,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Arts & Crafts,FreeFood,384008,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Performance,Credit,384008,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Performance,FreeFood,384008,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Native American Heritage Month,Credit,384008,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Native American Heritage Month,FreeFood,384008,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Diversity Month Programming,Credit,405399,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Diversity Month Programming,FreeFood,405399,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Arts & Crafts,Credit,405399,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Arts & Crafts,FreeFood,405399,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Performance,Credit,405399,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Performance,FreeFood,405399,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Native American Heritage Month,Credit,405399,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
11450061,Native American Heritage Month Celebration & Panel Discussion,"2025 Native American Heritage Month Celebration & PANEL DISCUSSIONWednesday, November 12, 20254:00 PM - 6:00 PM | Zuccaire Gallery, Staller Center Join us for Stony Brook University's 2025 Native American Heritage Month Celebration!The event will feature a spoken word performance by Sumaq Kilari, a viewing of the Zuccaire Gallery exhibition Weaving Words, Weaving Worlds: The Power of Indigenous Language in Contemporary Art, and a Panel Discussion with faculty from Native American and Indigenous Studies (NAIS).  Panel Discussion Moderator: Joseph Pierce, Director of NAIS and Associate Professor, Department of Hispanic Languages and LiteraturePanelists: David Weiden, Department of English Valeria Meiller, Department of Hispanic Languages and Literature Vick Quezada, Department of Art Darcey Evans, Department of Anthropology Reception with light refreshments to follow. THIS EVENT IS FREE AND OPEN TO ALL. Presented in collaboration with Native American and Indigenous Studies Initiative, the Office of Diversity, Intercultural and Community Engagement, and the Paul W. Zuccaire Gallery",DJGDEDR,2025-11-12T16:00:00.000Z,2025-11-12T18:00:00.000Z,Approved,,Event,Cultural,Public,Native American Heritage Month,FreeFood,405399,216456,1227374,6ea30bbe-aabb-4fd9-828c-a10b01294b66,jjaquez@stonybrook.edu,judy.jaquez@stonybrook.edu,4a47874a-b36e-4308-ba75-e94209f2eb66,adace34a-e564-4a7b-ae7e-e198a29f8dce,Paul W. Zuccaire Gallery,Staller Center for the Arts,,,,,Staller Center for the Arts,40.916,-73.1215,,,,false,,,6,0,false,,false,false,false,false,,c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,https://se-images.campuslabs.com/clink/images/c38e4387-0cd8-4934-810a-5b8ba5c93060f059bde8-a6d3-4ec8-916f-e9d579694954.png,2026-03-11T05:08:19.827Z,engage_api_v3,incremental
